coach,year,actual_decision,predicted_go_rate,fourth_down_phat_var_sum,fourth_down_plays,fourth_down_aggression,actual_pass,predicted_pass_rate,pass_heavy_phat_var_sum,run_pass_plays,pass_heavy_aggression,actual_beyond,predicted_beyond_rate,deep_pass_phat_var_sum,pass_plays,deep_pass_aggression,actual_two_point,predicted_two_point_rate,two_point_phat_var_sum,conversion_attempts,two_point_aggression,fourth_down_aggression_reliability,pass_heavy_aggression_reliability,deep_pass_aggression_reliability,two_point_aggression_reliability,composite_aggression,fourth_down_aggression_zscore,pass_heavy_aggression_zscore,deep_pass_aggression_zscore,two_point_aggression_zscore,composite_aggression_zscore,total_plays,coach_war,season_number,annual_war,annual_games,cumulative_war,cumulative_games,win_pct,predicted_impact,predicted_replacement,total_seasons,Background,Offensive_Years,Defensive_Years,era
Bruce Arians,2017,0.1164383561643835,0.1316974671074118,4.90814492343633,146,-0.0152591109430282,0.6455122393472348,0.6382649303451924,188.2664181775282,1103,0.0072473090020424,0.4623115577889447,0.3729527269548702,116.76183549658155,597,0.0893588308340745,0.0714285714285714,0.0460315369589352,0.510582296846031,28,0.0253970344696361,0.6955977443001864,0.9279539687700398,0.7568246393173412,0.5954736891962654,0.0265010654513608,-0.5929752785724824,0.18924342060876,2.276632388247404,0.3167801385259752,1.1738764378933513,1874,Bruce Arians,5,0.0886781513690948,1.4188504219055167,0.4544464862823484,7.2711437805175745,0.5,0.046517253,0.41132185,8,Offensive,25,0,Middle (2012-2017)
Bill Belichick,2017,0.126865671641791,0.1384385322084294,4.252372740130888,134,-0.0115728605666383,0.6224719101123596,0.5611975609347545,243.48036121989304,1335,0.0612743491776051,0.4118457300275482,0.373701751468468,143.63871023011885,726,0.0381439785590801,0.0327868852459016,0.0377145529989514,0.4645397374750677,61,-0.0049276677530497,0.6896121717775316,0.9358537622165224,0.7890901232771131,0.8847787950788557,0.0227628261038952,-0.474129142917151,1.3440444206961557,0.9554953185755036,-0.3331101590725757,0.990224955839972,2256,Bill Belichick,23,0.2728949785232544,4.36631965637207,2.371400326490402,37.94240522384644,0.8125,0.02938509,0.539605,29,Defensive,1,13,Middle (2012-2017)
Mike Tomlin,2017,0.1176470588235294,0.1138995455953629,3.703374133955537,119,0.0037475132281665,0.6251082251082251,0.5981348279734582,203.2167212340807,1155,0.0269733971347668,0.4031007751937984,0.3754538835411625,125.64085447765048,645,0.0276468916526358,0.0816326530612244,0.078596701385378,0.9103240861345768,49,0.0030359516758464,0.6679897458402702,0.9289977780050728,0.7714865098765123,0.7165928273974916,0.0165527276575774,0.0198056245011539,0.6108787023021286,0.6847127229095546,-0.1624414097934754,0.6851364696955933,1968,Mike Tomlin,11,0.1615020036697387,2.584032058715819,0.8396088480949399,13.433741569519038,0.8125,0.019758701,0.650998,18,Defensive,2,9,Middle (2012-2017)
Anthony Lynn,2017,0.140495867768595,0.1023913715661936,2.687735040106861,121,0.0381044962024014,0.6116970278044104,0.5983542349771708,180.5290048566914,1043,0.0133427928272396,0.3752151462994836,0.3761707018780231,112.18572857871564,581,-0.0009555555785394,0.0232558139534883,0.0377007077137911,0.5039163875175867,43,-0.0144448937603027,0.7413479879894891,0.9231387985469092,0.7541735114354773,0.7786425233840715,0.0089443758370994,1.1274880232379196,0.3195313429987442,-0.0531153023972764,-0.537074333122706,0.3113548688032859,1788,Anthony Lynn,1,-0.1284632682800293,-2.0554122924804688,-0.1284632682800293,-2.0554122924804688,0.5625,-0.0748384,0.69096327,4,Offensive,14,0,Middle (2012-2017)
Ben McAdoo,2017,0.1743119266055046,0.1602499499859657,2.246399345548407,109,0.0140619766195388,0.6456692913385826,0.6312544264835538,131.52511796207796,762,0.0144148648550288,0.3549883990719257,0.3888196471869677,84.58431971646993,431,-0.033831248115042,0.1428571428571428,0.0936948944463871,0.6567578856218766,21,0.0491622484107557,0.7356482411920285,0.8979500640859921,0.6912816698198119,0.3916248562970701,0.0070512423710374,0.3523479073787253,0.3424463471491423,-0.901175858501149,0.826093695746436,0.2183493829445934,1323,Ben McAdoo,2,-0.1841693277835846,-2.9467092445373537,-0.1346980090618134,-2.1551681449890143,0.1667,-0.044491917,0.35086933,2,Offensive,14,0,Middle (2012-2017)
Mike McCarthy,2017,0.2439024390243902,0.2298871419027678,4.043897601178068,123,0.0140152971216224,0.668918918918919,0.6242550452784581,176.76614326399428,1036,0.0446638736404608,0.3404634581105169,0.3844250803341211,108.17419475015056,561,-0.0439616222236042,0.0789473684210526,0.0870075339705995,0.8700099471659083,38,-0.0080601655495468,0.6631277874044363,0.923676015347906,0.7478823339445989,0.6140695236790787,0.0043141109732753,0.3508429423396609,0.9890038021486748,-1.1624987398521225,-0.4002428850674685,0.0838801339077032,1758,Mike McCarthy,12,0.1509884297847747,2.415814876556395,-0.07540320520401,-1.2064512832641603,0.4375,-0.00040346384,0.28651157,18,Offensive,14,0,Middle (2012-2017)
Bill O'Brien,2017,0.0984848484848484,0.121183930624859,3.37771665333274,132,-0.0226990821400105,0.6051660516605166,0.6263999884786614,185.3284520931641,1084,-0.0212339368181447,0.4157088122605364,0.3622020643989689,98.03313181829158,522,0.0535067478615674,0.125,0.1150091020635727,1.0995618389818531,40,0.0099908979364272,0.7307651767268036,0.926671760910542,0.739174121082598,0.5824587668713689,0.0030564913055804,-0.8328428230593182,-0.4195289839132975,1.3517929376597848,-0.0133895885462611,0.0220960440290768,1778,Bill O'Brien,4,-0.0114717483520507,-0.1835479736328112,0.3340803086757659,5.345284938812255,0.25,-0.010757744,0.26147175,7,Offensive,18,1,Middle (2012-2017)
Jim Caldwell,2017,0.081967213114754,0.1223257539137253,4.287404195812764,122,-0.0403585407989712,0.6588921282798834,0.6268492099603654,177.91515096627697,1029,0.032042918319518,0.3631578947368421,0.3783785371351769,110.38091421387048,570,-0.0152206423983347,0.108695652173913,0.0835255543541912,1.126673990609485,46,0.0251700978197218,0.6462200421905395,0.9222512806590628,0.7500701136413466,0.6429154951314658,0.0027813409539329,-1.40219058978318,0.7192371856669609,-0.4210971311552064,0.3119166471760573,0.0085785120653104,1767,Jim Caldwell,7,-0.0381284356117248,-0.6100549697875968,0.0168893933296204,0.2702302932739264,0.5625,-0.005882919,0.60062844,7,Offensive,19,0,Middle (2012-2017)
Vance Joseph,2017,0.1739130434782608,0.1778951267708865,5.26088312942937,138,-0.0039820832926256,0.6205035971223022,0.6473140361946639,184.51696011988176,1112,-0.0268104390723616,0.374113475177305,0.3705261517286786,108.47082252942576,564,0.0035873234486263,0.1290322580645161,0.0772940167458258,0.9011151569839352,31,0.0517382413186902,0.655727717929905,0.9303479482500868,0.7493743120503223,0.5055309212352838,0.0004538325005472,-0.2293995522700214,-0.5387239344275792,0.0640726932567514,0.8812999360338325,-0.1057668621135393,1845,Vance Joseph,1,-0.0073358118534088,-0.1173729896545408,-0.0073358118534088,-0.1173729896545408,0.3125,-0.050050735,0.3198358,2,Defensive,0,22,Middle (2012-2017)
Andy Reid,2017,0.0909090909090909,0.0844981902702963,3.99305763169321,132,0.0064109006387945,0.6380597014925373,0.6053231448993267,187.78929328459964,1072,0.0327365565932106,0.3304347826086956,0.3794888690040368,113.36784958838923,575,-0.0490540863953411,0.0444444444444444,0.0433458508771663,0.7486768533903582,45,0.0010985935672781,0.6965982262307484,0.9242258358074696,0.7483352118691128,0.7216780854308944,-0.0003863923274547,0.1056742631409964,0.7340633573313018,-1.2938638203786268,-0.2039610339100315,-0.1470452610007666,1824,Andy Reid,19,-0.0481383800506591,-0.7702140808105457,0.3652965939521788,5.8447455032348605,0.625,0.032298684,0.6731384,26,Offensive,16,0,Middle (2012-2017)
Mike Zimmer,2017,0.099236641221374,0.1134017146293465,4.939674357581428,131,-0.0141650734079725,0.580906148867314,0.5749992880884341,224.43595036944257,1236,0.0059068607788798,0.3626016260162601,0.3662769046006198,118.76082953780242,615,-0.0036752785843596,0.0666666666666666,0.0614284881115357,0.5740707219809522,45,0.0052381785551309,0.646387971529525,0.9313515232878016,0.7645490700106036,0.7717740396083134,-0.000777765315012,-0.5577030859574506,0.1605920093220521,-0.1232732101646464,-0.115245369039379,-0.1662725555958204,2027,Mike Zimmer,4,0.2723278999328613,4.35724639892578,0.3439964652061462,5.503943443298339,0.8125,0.0102133155,0.5401721,8,Both,5,31,Middle (2012-2017)
Mike Mularkey,2017,0.1205673758865248,0.1331841769116142,3.437275900451544,141,-0.0126168010250894,0.5941901408450704,0.6096414048329215,197.07589486838955,1136,-0.0154512639878511,0.4184397163120567,0.376002032138105,109.6052583204012,564,0.0424376841739516,0.0526315789473684,0.0711356414904003,0.678474074887918,38,-0.0185040625430318,0.7526777104780699,0.92883336289561,0.7474152215136607,0.6710878345157575,-0.001466868973648,-0.5077861864364431,-0.2959272403067355,1.0662556430143328,-0.6240665940471045,-0.2001267036141121,1879,Mike Mularkey,5,-0.009733498096466,-0.155735969543456,-0.3284199535846708,-5.254719257354734,0.5625,-0.025140643,0.5722335,5,Offensive,18,0,Middle (2012-2017)
Hue Jackson,2017,0.1937984496124031,0.1926013256947072,2.8844666352790846,129,0.0011971239176958,0.6810912511759172,0.6849471011417213,170.76157086581716,1063,-0.0038558499658041,0.4031413612565445,0.38582044047605,112.50570318811091,573,0.0173209207804944,0.037037037037037,0.073326369238573,0.6202541720905008,27,-0.0362893322015359,0.7522016474537522,0.9295232810619952,0.748460482014253,0.5297965573501126,-0.0030221678301017,-0.0624199117530999,-0.048081056884976,0.4183442322559352,-1.005223648990542,-0.2765351177027687,1792,Hue Jackson,3,-0.2675302028656006,-4.280483245849609,-0.5247596204280854,-8.396153926849367,0.0,-0.064146,0.2675302,4,Offensive,25,1,Middle (2012-2017)
Dan Quinn,2017,0.1507936507936507,0.1385374798418712,4.221001322382652,126,0.0122561709517795,0.5882867132867133,0.5970793910468261,203.12258208767503,1144,-0.0087926777601127,0.3811129848229342,0.3700105540321086,113.615883357679,593,0.0111024307908256,0.0256410256410256,0.0549945372994653,0.8917547446289096,39,-0.0293535116584396,0.6643177950528292,0.9277560091491552,0.7593677354346581,0.6205104499934733,-0.0032970923489976,0.2941280353015946,-0.1536032853024693,0.2579322174243246,-0.8565817120065444,-0.2900415549998525,1902,Dan Quinn,3,-0.0049650073051452,-0.0794401168823232,-0.0276183485984802,-0.4418935775756832,0.625,-0.05024755,0.629965,7,Defensive,0,24,Middle (2012-2017)
Adam Gase,2017,0.18796992481203,0.1708546645145703,4.601002464029334,133,0.0171152602974597,0.6543330087633885,0.655748507702141,171.71215231334807,1027,-0.0014154989387524,0.3444259567387687,0.3579207709533243,114.1570077344582,601,-0.0134948142145555,0.064516129032258,0.0867134707477523,1.139411014477164,31,-0.0221973417154942,0.6691910029969589,0.9244868357003894,0.7633737549235556,0.4470717606569626,-0.0035949287166864,0.4507869522424571,0.0040802274912542,-0.3765777097726621,-0.7032174553772615,-0.3046736010652106,1792,Adam Gase,2,0.0385258793830871,0.6164140701293936,0.1685718297958373,2.6971492767333967,0.375,-0.0049568117,0.33647412,5,Offensive,11,0,Middle (2012-2017)
Chuck Pagano,2017,0.1285714285714285,0.1336424885496748,3.3917182194980806,140,-0.0050710599782462,0.6009852216748769,0.6348442928984834,175.5194113474614,1015,-0.0338590712236065,0.3574380165289256,0.3699284133245625,95.3198851052137,484,-0.0124903967956369,0.04,0.004631038529078,0.1125411696573453,25,0.0353689614709219,0.7525115660386549,0.9212530400946436,0.7147531205937038,0.8418710186815618,-0.0043834507748524,-0.2645085811449134,-0.6893849262393695,-0.3506677827375801,0.5304890336342157,-0.3434119565191311,1664,Chuck Pagano,6,-0.1399526596069336,-2.239242553710937,0.6059814989566801,9.69570398330688,0.25,-0.0226731,0.38995266,6,Defensive,0,28,Middle (2012-2017)
Sean McDermott,2017,0.1468531468531468,0.1435161218192944,5.271015621844736,143,0.0033370250338524,0.5801801801801801,0.6193311451942668,191.9749110996412,1110,-0.0391509650140866,0.3540856031128405,0.3436366883341529,93.52506068105136,514,0.0104489147786875,0.0333333333333333,0.0154414880181623,0.4076712699198764,30,0.0178918453151709,0.6711896321681844,0.9274943913044894,0.7422828843109159,0.6791170018488945,-0.004690537526692,0.0065713265981063,-0.8024965129882372,0.2410741344482398,0.1559360327104884,-0.35849845362439,1797,Sean McDermott,1,0.0081148743629455,0.129837989807128,0.0081148743629455,0.129837989807128,0.5625,9.6559525e-05,0.5543851,8,Defensive,0,15,Middle (2012-2017)
Sean McVay,2017,0.1374045801526717,0.1313691088749017,4.001966015608825,131,0.00603547127777,0.5855689176688251,0.5771995305439507,187.6806318319626,1081,0.0083693871248744,0.3654188948306595,0.3768353582248918,108.27294185610172,561,-0.0114164633942322,0.0,0.0266639009246668,0.8803767183733846,52,-0.0266639009246668,0.6929002032840348,0.9254285233060576,0.7477102512023085,0.7464789895575726,-0.0053053508002975,0.0935702755618856,0.2132272800652833,-0.3229646231280138,-0.7989405220828975,-0.3887028783250967,1825,Sean McVay,1,-0.0132203698158264,-0.2115259170532224,-0.0132203698158264,-0.2115259170532224,0.6875,-0.027548432,0.70072037,8,Offensive,9,0,Middle (2012-2017)
Ron Rivera,2017,0.1219512195121951,0.1265340700976734,3.923902623253824,123,-0.0045828505854783,0.579088471849866,0.6035902685896927,197.762936276668,1119,-0.0245017967398266,0.3851851851851852,0.3804963639918478,107.73652371086912,540,0.0046888211933374,0.0714285714285714,0.0675100626460681,1.043905401285728,42,0.0039185087825032,0.6698233705199582,0.926577640367221,0.7340171205730925,0.6183140434481165,-0.0067513671001696,-0.2487685217900945,-0.4893778576150753,0.0924869019883134,-0.1435272817508968,-0.4597424806247422,1824,Ron Rivera,7,0.1881014704704284,3.0096235275268546,0.2973006880760191,4.756811009216307,0.6875,0.0026752353,0.49939853,13,Defensive,0,14,Middle (2012-2017)
Jay Gruden,2017,0.1470588235294117,0.1513430676418198,4.588034237509776,136,-0.004284244112408,0.6215139442231076,0.6137481484974019,175.35884733987712,1004,0.0077657957257056,0.3543599257884972,0.3720651807675191,103.52628209434548,539,-0.0177052549790218,0.0,0.0173315395876647,0.5822787171711523,39,-0.0173315395876647,0.6796061511478089,0.9197250463820016,0.7410160913671034,0.714625709085203,-0.0069639386143287,-0.2391413337853476,0.2003258153702116,-0.4851901361783136,-0.5989381925607866,-0.4701856518583132,1718,Jay Gruden,4,0.0028095543384552,0.0449528694152832,0.0379597329616546,0.6073557273864751,0.4375,-0.0008792579,0.43469045,6,Offensive,13,0,Middle (2012-2017)
Marvin Lewis,2017,0.1056910569105691,0.1293031922123302,2.491465984452482,123,-0.0236121353017611,0.623541887592789,0.6212626827664945,163.17697456816583,943,0.0022792048262944,0.37524557956778,0.373997435842755,100.31746604734116,509,0.0012481437250249,0.0,0.010382317168478,0.3150298935696018,34,-0.010382317168478,0.7616236373516454,0.9156959252879746,0.7247619700487775,0.7786534920448696,-0.0072549652945286,-0.8622800095881977,0.083052675158907,0.0037312706381506,-0.4500090392612973,-0.484483152945831,1609,Marvin Lewis,15,-0.0235566794872283,-0.3769068717956528,-0.3858706106185908,-6.173929769897454,0.4375,0.001695782,0.46105668,16,Defensive,0,23,Middle (2012-2017)
Jason Garrett,2017,0.1652173913043478,0.1867431957832393,4.304428422377109,115,-0.0215258044788915,0.5737392959086585,0.5951187641835718,180.83976131445323,1051,-0.0213794682749133,0.3767820773930753,0.3746638718856347,94.1898722773936,491,0.0021182055074405,0.0714285714285714,0.064155355916574,0.7163545133939272,42,0.0072732155119973,0.6178244299522299,0.9240955617110468,0.7229668856897986,0.7024406681831759,-0.0089020994203041,-0.7950158981798211,-0.4226396461164161,0.0261753629784364,-0.071632384357452,-0.5654032319515917,1699,Jason Garrett,7,0.081263780593872,1.300220489501952,0.1871538758277892,2.994462013244627,0.5625,0.008117199,0.48123622,9,Offensive,5,0,Middle (2012-2017)
Jack Del Rio,2017,0.2307692307692307,0.2261496049392303,3.868822490673575,117,0.0046196258300004,0.6349047141424273,0.6503425188626022,164.2440940775614,997,-0.0154378047201748,0.348294434470377,0.3785974920881966,106.54823272577752,557,-0.0303030576178195,0.0555555555555555,0.0467777669720008,0.7185525010310725,36,0.0087777885835546,0.6505600754494124,0.9234452096600771,0.748039506541733,0.6335744941401049,-0.0095943087561945,0.0479228715682908,-0.2956395551823518,-0.8101627432095814,-0.0393877992646553,-0.5994099550667478,1707,Jack Del Rio,12,-0.1455088853836059,-2.3281421661376944,-0.1658717809200288,-2.653948494720461,0.375,-0.023290366,0.5205089,12,Defensive,0,11,Middle (2012-2017)
Doug Marrone,2017,0.1017964071856287,0.1191532827353762,5.221371811576865,167,-0.0173568755497475,0.5413127413127413,0.5845596802744539,229.0353249315798,1295,-0.0432469389617126,0.340983606557377,0.385089937365185,120.33461332982657,610,-0.0441063308078079,0.1071428571428571,0.0379745567993024,0.7468450223658374,56,0.0691683003435546,0.7375613194041184,0.935872900287311,0.7591988767024782,0.8010116040383735,-0.0096968797529352,-0.6606080195875615,-0.8900459103951645,-1.166231638931178,1.2548444530960714,-0.6044490426735649,2128,Doug Marrone,3,-0.049090564250946,-0.785449028015136,-0.1654018759727477,-2.646430015563963,0.625,-0.028485179,0.67409056,6,Offensive,20,0,Middle (2012-2017)
John Harbaugh,2017,0.1188811188811188,0.1128210354670706,4.555843000715414,143,0.0060600834140481,0.5830985915492958,0.6042142666578992,182.2847657999141,1065,-0.0211156751086034,0.3102836879432624,0.3677455236194264,110.34775361957148,564,-0.057461835676164,0.0714285714285714,0.0380222471484601,0.5314403298456692,42,0.0334063242801113,0.7025317271158362,0.9253835270410358,0.7461385212276452,0.7608838954216728,-0.0104432226177446,0.0943637803399699,-0.4170011989373562,-1.5107499140406748,0.4884276521687878,-0.6411152270726835,1814,John Harbaugh,10,-0.0216187238693237,-0.3458995819091792,0.0588512867689131,0.941620588302611,0.5625,0.0155521035,0.5841187,17,Both,4,6,Middle (2012-2017)
Sean Payton,2017,0.1484375,0.1389499907612865,4.384390225421654,128,0.0094875092387134,0.5834797891036907,0.5765405777960063,205.3336814358545,1138,0.0069392113076843,0.3163097199341021,0.3730256182340453,117.43202685560084,607,-0.0567158982999432,0.0172413793103448,0.0404585740543435,0.6470020591602507,58,-0.0232171947439986,0.662870895096014,0.92631231689671,0.7618499517206021,0.8328998094218293,-0.0156503705431233,0.2048653124973374,0.1826579862704525,-1.4915077318297878,-0.7250739795843044,-0.8969309587259561,1931,Sean Payton,11,0.096865713596344,1.549851417541504,0.4824674129486084,7.719478607177734,0.6875,0.009906769,0.5906343,17,Offensive,16,0,Middle (2012-2017)
Kyle Shanahan,2017,0.1532846715328467,0.1599483512802154,3.794496418030927,137,-0.0066636797473686,0.6350230414746544,0.6445790526332669,188.7818075680363,1085,-0.0095560111586124,0.3394039735099338,0.3622350502657147,115.30886944143224,604,-0.0228310767557808,0.032258064516129,0.0616860358067858,0.8609025019505466,31,-0.0294279712906568,0.7224233995384557,0.9255345064923508,0.763359112261589,0.5169376135138632,-0.015811176896699,-0.3158552575239211,-0.1699191554505134,-0.6174157086635479,-0.8581774603237191,-0.904831021405944,1857,Kyle Shanahan,1,0.1294845342636108,2.071752548217773,0.1294845342636108,2.071752548217773,0.375,0.025806904,0.24551547,8,Offensive,13,0,Middle (2012-2017)
Todd Bowles,2017,0.1007194244604316,0.1204582307147457,3.2731752958013995,139,-0.019738806254314,0.5952615992102666,0.6473552554851326,171.17971045789218,1013,-0.052093656274866,0.3571428571428571,0.3827346717639196,97.79931869875202,504,-0.0255918146210624,0.09375,0.1072663180275412,0.4498186221891906,32,-0.0135163180275412,0.7564458457859594,0.9227695697506506,0.7258933237792912,0.6857686017412453,-0.0293922283695469,-0.7374023853337519,-1.0791400744937751,-0.688631634736836,-0.5171739774695616,-1.5720382275263027,1688,Todd Bowles,3,-0.0799080431461334,-1.2785286903381343,-0.1263436675071715,-2.021498680114745,0.3125,-0.003382355,0.39240804,7,Defensive,0,17,Middle (2012-2017)
John Fox,2017,0.1615384615384615,0.1926557427787779,3.819243783566773,130,-0.0311172812403163,0.581039755351682,0.6606074546764735,159.84851777485423,981,-0.0795676993247915,0.3432203389830508,0.3430488315942912,85.851140987235,472,0.0001715073887595,0.0666666666666666,0.0912608935725074,0.5618288623014932,30,-0.0245942269058408,0.6995426130309172,0.9230746932603604,0.7257158382632698,0.605630245940522,-0.037233141173019,-1.1042488129118988,-1.6663840228463038,-0.0240416138126046,-0.7545852286937144,-1.9572450383168456,1613,John Fox,16,0.0314416885375976,0.5030670166015616,0.2490176111459731,3.9842817783355695,0.3125,0.026560158,0.2810583,16,Defensive,0,22,Middle (2012-2017)
Sean McVay,2018,0.1716417910447761,0.1172052680382075,4.680515394981733,134,0.0544365230065685,0.602814698983581,0.5702046860399728,230.0276374974532,1279,0.0326100129436082,0.4292101341281669,0.3883825167168017,131.80668008815474,671,0.0408276174113652,0.1076923076923077,0.0472913267229159,1.25169192071221,65,0.0604009809693917,0.6687142811163894,0.9340987695680784,0.7769279408589066,0.7639225221648216,0.0460371280618632,1.6540388743484409,0.7313585500229484,1.0247224004057605,1.0669515677719157,2.1336402513952226,2149,Sean McVay,2,0.0717425346374511,1.1478805541992176,0.0585221648216247,0.9363546371459952,0.8125,0.01620084,0.74075747,8,Offensive,9,0,Late (2018-2024)
Hue Jackson,2018,0.1411764705882353,0.1137861256321444,1.4439075016078864,85,0.0273903449560908,0.6443298969072165,0.6366597129755311,96.6958987189887,582,0.0076701839316853,0.3934426229508196,0.3771489838154206,58.831864882942014,305,0.016293639135399,0.3157894736842105,0.0904717678112271,0.7001355089196555,19,0.2253177058729833,0.7247314181158373,0.8747171764192684,0.6171787941718634,0.3307903265574189,0.0436319848791127,0.7820596495695523,0.1982821610260908,0.3918445002047364,4.601290623750959,2.015480853612903,991,Hue Jackson,4,-0.1881697177886963,-3.0107154846191406,-0.7129293382167817,-11.406869411468508,0.3125,-0.06286988,0.5006697,4,Offensive,25,1,Late (2018-2024)
Doug Pederson,2018,0.2061068702290076,0.1684456328047841,3.816930394194279,131,0.0376612374242235,0.6469594594594594,0.591588128334528,213.73039261207813,1184,0.0553713311249314,0.3528528528528528,0.3660459573003774,126.99585584338874,666,-0.0131931044475245,0.1555555555555555,0.067267992289827,0.5783121830692349,45,0.0882875632657285,0.7028804887485173,0.9289419557253686,0.7807557007688998,0.7704748468311696,0.0426103043862823,1.1131971890560766,1.21787035806733,-0.3687948120427918,1.6645903882453057,1.9652879367734464,2026,Doug Pederson,3,0.0631049275398254,1.0096788406372064,0.1509788632392882,2.4156618118286124,0.5625,0.015947223,0.49939507,8,Offensive,7,0,Late (2018-2024)
Mike Tomlin,2018,0.1538461538461538,0.129412579540717,3.519817616933473,104,0.0244335743054368,0.70018281535649,0.5923138386561404,200.73485179957336,1094,0.1078689767003495,0.3527696793002915,0.3853399300723851,136.37206673832958,686,-0.0325702507720935,0.0925925925925925,0.0402544936099123,0.662554219836346,54,0.0523380989826802,0.6178604903527631,0.9223822798801992,0.7786849187698587,0.8084002811887397,0.0420618320080718,0.6867322219753703,2.3399813124288067,-0.8686472020562993,0.8941555173650009,1.9383426944384423,1938,Mike Tomlin,12,0.092916837978363,1.486669407653808,0.9325256860733028,14.920410977172846,0.5938,0.018241346,0.50088316,18,Defensive,2,9,Late (2018-2024)
Dirk Koetter,2018,0.1485148514851485,0.1598016579522988,2.719386164679427,101,-0.0112868064671503,0.6960072595281307,0.6549672223559958,188.3362358012392,1102,0.0410400371721348,0.4919871794871794,0.3773178602336636,121.19663519540713,624,0.1146693192535158,0.1020408163265306,0.0954395763029442,0.7858926002618348,49,0.0066012400235863,0.6637251201925617,0.9278077640967451,0.7661211746264994,0.7454714244776984,0.0397526810217974,-0.4649066482840491,0.9115461075539432,2.9295411250114785,-0.0860335265990301,1.824899182266912,1876,Dirk Koetter,3,-0.1013982594013214,-1.6223721504211424,-0.2135404646396635,-3.4166474342346174,0.3125,-0.0677048,0.41389826,3,Offensive,26,0,Late (2018-2024)
Mike McCarthy,2018,0.1789473684210526,0.1352351805797202,3.778790823397507,95,0.0437121878413324,0.7046894803548795,0.6237262009285363,136.23201625455886,789,0.0809632794263433,0.3773987206823028,0.3848553337704564,91.72169520007864,469,-0.0074566130881535,0.064516129032258,0.0582603869268261,0.8189595526955279,31,0.0062557421054319,0.5568663943372966,0.9010664094131006,0.7097350033855611,0.5293967953919982,0.0353401584587601,1.3082821672011835,1.7648854711777262,-0.2208164220237335,-0.0934379107608328,1.6081216479859255,1384,Mike McCarthy,13,-0.0402545928955078,-0.6440734863281248,-0.1156577980995178,-1.8505247695922853,0.375,0.007891506,0.4152546,18,Offensive,14,0,Late (2018-2024)
Matt Nagy,2018,0.1382113821138211,0.1362709994379353,4.91405880895409,123,0.0019403826758858,0.6026905829596413,0.5651086541677871,203.79315018946883,1115,0.0375819287918541,0.376130198915009,0.3744016865031789,106.80075767439696,553,0.0017285124118301,0.1176470588235294,0.0375204816509187,0.8198509082024241,51,0.0801265771726107,0.6183080162723852,0.9240064643830596,0.7448634011691875,0.7525598882262743,0.0320794951020308,-0.0384569623645763,0.8376307680687154,0.0161228494684539,1.489691863544006,1.4479324245894971,1842,Matt Nagy,1,0.0812886953353881,1.3006191253662096,0.0812886953353881,1.3006191253662096,0.75,0.02232778,0.6687113,4,Offensive,11,0,Late (2018-2024)
Anthony Lynn,2018,0.1101694915254237,0.1264097833235594,3.791513739479799,118,-0.0162402917981357,0.6079494128274616,0.5871845650656591,193.8449793938831,1107,0.0207648477618025,0.3697478991596639,0.3737040073249979,116.6358546107963,595,-0.003956108165334,0.1964285714285714,0.0730216402478163,1.2942437034122047,56,0.1234069311807551,0.6589701484141258,0.9264718973958882,0.755786643802213,0.6990556163268227,0.0301993188110469,-0.6246089282440813,0.4781740602989169,-0.1305174831285436,2.4172354199480446,1.355563496261002,1876,Anthony Lynn,2,0.0834196209907531,1.3347139358520497,-0.0450436472892761,-0.7206983566284191,0.75,0.004000187,0.6665804,4,Offensive,14,0,Late (2018-2024)
Dan Quinn,2018,0.1818181818181818,0.1762389399921858,2.799307328878173,110,0.005579241825996,0.6759082217973231,0.6197783842755848,182.8804048980772,1046,0.0561298375217382,0.3717532467532468,0.3665478446798568,115.99255936004634,616,0.0052054020733899,0.1224489795918367,0.0852751245249831,0.9174222444556952,49,0.0371738550668536,0.6945956076886868,0.9226266182671148,0.7693453988098282,0.7150127648443986,0.0278073502003833,0.078861261854413,1.2340830534650216,0.1058126096649986,0.5691698037727017,1.238051336246061,1821,Dan Quinn,4,-0.1570206880569458,-2.512331008911133,-0.184639036655426,-2.954224586486816,0.4375,-0.03277719,0.5945207,7,Defensive,0,24,Late (2018-2024)
Andy Reid,2018,0.1981132075471698,0.2020392427976336,3.0133877211662203,106,-0.0039260352504637,0.6620808254514188,0.5657615086579454,210.29963290396373,1163,0.0963193167934733,0.3944954128440367,0.3873942218349948,128.72552032920993,654,0.0071011910090419,0.0253164556962025,0.042172563096088,1.0072700471885172,79,-0.0168561073998855,0.662379812433181,0.9276366324923684,0.7720957694241347,0.8559041776012483,0.0241777472514931,-0.2275925417466303,2.093113100367049,0.154716334422719,-0.5887491801927567,1.0597369216591763,2002,Andy Reid,20,0.1272211074829101,2.0355377197265616,0.4925177014350889,7.880283222961422,0.75,0.03796923,0.6227789,26,Offensive,16,0,Late (2018-2024)
