year,child_id,child_name,child_role,parent_id,parent_name,parent_role,team,relationship_type,parent_aggression,parent_fourth_down,parent_pass_heavy,parent_deep_pass,parent_two_point,parent_seasons,child_aggression,child_fourth_down,child_pass_heavy,child_deep_pass,child_two_point,child_seasons
2021,jonathan_gannon,Jonathan Gannon,Defensive Coordinator,nick_sirianni,Nick Sirianni,Head Coach,phi,coordinator_to_hc,0.02052785493793095,0.04934329596127088,0.005882684098714051,0.003750212918035751,0.023135226773703152,4,0.0267629286876405,0.04464520177591065,-0.006020517451954,-0.0301714901848812,0.09859852061148669,2
2004,josh_mcdaniels,Josh McDaniels,Quarterbacks,bill_belichick,Bill Belichick,Head Coach,nwe,position_to_hc,0.004659168034026228,-0.0035172808318392557,0.046579340605060256,-0.017860727998238027,-0.0065646596388779415,18,0.0107907756604121,-0.006283342886321575,0.023455635768959576,0.020896241014663648,0.00509456874434675,4
2006,josh_mcdaniels,Josh McDaniels,Offensive Coordinator,bill_belichick,Bill Belichick,Head Coach,nwe,coordinator_to_hc,0.004659168034026228,-0.0035172808318392557,0.046579340605060256,-0.017860727998238027,-0.0065646596388779415,18,0.0107907756604121,-0.006283342886321575,0.023455635768959576,0.020896241014663648,0.00509456874434675,4
2011,josh_mcdaniels,Josh McDaniels,Offensive Coordinator,steve_spagnuolo,Steve Spagnuolo,Head Coach,ram,coordinator_to_hc,-0.008004690807860749,-0.0076687683312563005,-0.001770916434591751,-0.023195144635152203,0.0006160661695572278,4,0.0107907756604121,-0.006283342886321575,0.023455635768959576,0.020896241014663648,0.00509456874434675,4
2025,josh_mcdaniels,Josh McDaniels,Offensive Coordinator,mike_vrabel,Mike Vrabel,Head Coach,nwe,coordinator_to_hc,-0.0029070640384788204,0.012956487121231765,-0.03543503778353615,0.0125269840989396,-0.0016766895905505168,6,0.0107907756604121,-0.006283342886321575,0.023455635768959576,0.020896241014663648,0.00509456874434675,4
2001,ken_whisenhunt,Ken Whisenhunt,Tight Ends,mike_mularkey,Mike Mularkey,Offensive Coordinator,pit,position_to_coordinator,0.011328040393100867,-0.008867259887631667,0.004071011295315,0.024808189070540537,0.02530022109417977,3,0.006486169837370325,-0.009433818204330575,0.043244682108659324,0.004144807560371525,-0.012010992115218912,8
2001,ken_whisenhunt,Ken Whisenhunt,Tight Ends,bill_cowher,Bill Cowher,Head Coach,pit,position_to_hc,0.0044255642045028,0.0026636913550638,-0.0213594449229981,0.0527471155503541,-0.0163491051644086,1,0.006486169837370325,-0.009433818204330575,0.043244682108659324,0.004144807560371525,-0.012010992115218912,8
2004,ken_whisenhunt,Ken Whisenhunt,Offensive Coordinator,bill_cowher,Bill Cowher,Head Coach,pit,coordinator_to_hc,0.0044255642045028,0.0026636913550638,-0.0213594449229981,0.0527471155503541,-0.0163491051644086,1,0.006486169837370325,-0.009433818204330575,0.043244682108659324,0.004144807560371525,-0.012010992115218912,8
2013,ken_whisenhunt,Ken Whisenhunt,Offensive Coordinator,mike_mccoy,Mike McCoy,Head Coach,sdg,coordinator_to_hc,-0.011283616132763526,-0.0251420122216928,0.024097950086899973,-0.010004945684178502,-0.0340854567120827,4,0.006486169837370325,-0.009433818204330575,0.043244682108659324,0.004144807560371525,-0.012010992115218912,8
2017,ken_whisenhunt,Ken Whisenhunt,Offensive Coordinator,anthony_lynn,Anthony Lynn,Head Coach,sdg,coordinator_to_hc,0.01684287199385284,0.04028429213189226,0.0185923716006632,0.02907914548731456,-0.020584321244458498,5,0.006486169837370325,-0.009433818204330575,0.043244682108659324,0.004144807560371525,-0.012010992115218912,8
2015,kevin_o'connell,Kevin O'Connell,Quarterbacks,mike_pettine,Mike Pettine,Head Coach,cle,position_to_hc,0.011696105134428151,0.01977813905609645,0.00933073276554745,0.024581159788336648,-0.0069056110722678,2,0.023658066612577532,0.019034722910635165,0.07393352490793177,0.017401038390369633,-0.015737019758626434,3
2017,kevin_o'connell,Kevin O'Connell,Quarterbacks,jay_gruden,Jay Gruden,Head Coach,was,position_to_hc,-0.00030118663345085037,-0.014449245894846884,0.026429718252392986,-0.023855129975124633,0.0106699110837752,6,0.023658066612577532,0.019034722910635165,0.07393352490793177,0.017401038390369633,-0.015737019758626434,3
2019,kevin_o'connell,Kevin O'Connell,Offensive Coordinator,jay_gruden,Jay Gruden,Head Coach,was,coordinator_to_hc,-0.00030118663345085037,-0.014449245894846884,0.026429718252392986,-0.023855129975124633,0.0106699110837752,6,0.023658066612577532,0.019034722910635165,0.07393352490793177,0.017401038390369633,-0.015737019758626434,3
2020,kevin_o'connell,Kevin O'Connell,Offensive Coordinator,sean_mcvay,Sean McVay,Head Coach,ram,coordinator_to_hc,0.011279884349732474,0.0035515109048034504,0.040144324962959325,0.0027081450667686257,-0.0012844435356014496,8,0.023658066612577532,0.019034722910635165,0.07393352490793177,0.017401038390369633,-0.015737019758626434,3
2014,kevin_stefanski,Kevin Stefanski,Tight Ends,norv_turner,Norv Turner,Offensive Coordinator,min,position_to_coordinator,0.0014305406977153,-0.009302327913007733,0.004801673140174834,0.028367621672402216,-0.018144804108707998,6,0.02627811798689958,0.04606925132702715,0.0062169360749020795,0.00100521701351396,0.05182106753215522,5
2014,kevin_stefanski,Kevin Stefanski,Tight Ends,mike_zimmer,Mike Zimmer,Head Coach,min,position_to_hc,-0.001707996920936,0.00018895855314779962,0.014538936429496538,-0.033792253463437665,0.012232370797049374,8,0.02627811798689958,0.04606925132702715,0.0062169360749020795,0.00100521701351396,0.05182106753215522,5
2017,kevin_stefanski,Kevin Stefanski,Quarterbacks,pat_shurmur,Pat Shurmur,Offensive Coordinator,min,position_to_coordinator,0.0009718555941301596,-0.010176812179545438,0.04669205040678896,-0.04062643246028692,0.00799861660956398,5,0.02627811798689958,0.04606925132702715,0.0062169360749020795,0.00100521701351396,0.05182106753215522,5
2019,kevin_stefanski,Kevin Stefanski,Offensive Coordinator,mike_zimmer,Mike Zimmer,Head Coach,min,coordinator_to_hc,-0.001707996920936,0.00018895855314779962,0.014538936429496538,-0.033792253463437665,0.012232370797049374,8,0.02627811798689958,0.04606925132702715,0.0062169360749020795,0.00100521701351396,0.05182106753215522,5
2024,kliff_kingsbury,Kliff Kingsbury,Offensive Coordinator,dan_quinn,Dan Quinn,Head Coach,was,coordinator_to_hc,0.01986873711172047,0.009568057016600972,0.04486261048699873,0.01480983791444483,0.010234443028837316,7,0.01759919184835095,0.02869434241346935,0.03825333321445275,-0.016999087569807926,0.02044817933528975,4
2006,kyle_shanahan,Kyle Shanahan,Wide Receivers,jeff_fisher,Jeff Fisher,Head Coach,htx,position_to_hc,-0.0043169498484684704,-0.0006981287554673201,-0.02763862446033858,0.009462521365554848,0.001606432456377,10,-0.005730871889660337,0.0037490315156206884,-0.0027349668949933252,-0.012949021670079988,-0.010988530509188738,8
2008,kyle_shanahan,Kyle Shanahan,Offensive Coordinator,jeff_fisher,Jeff Fisher,Head Coach,htx,coordinator_to_hc,-0.0043169498484684704,-0.0006981287554673201,-0.02763862446033858,0.009462521365554848,0.001606432456377,10,-0.005730871889660337,0.0037490315156206884,-0.0027349668949933252,-0.012949021670079988,-0.010988530509188738,8
2010,kyle_shanahan,Kyle Shanahan,Offensive Coordinator,mike_shanahan,Mike Shanahan,Head Coach,was,coordinator_to_hc,-0.0012391654194386429,-0.003905492795525057,0.001404131308057572,0.015133389676876085,-0.017588689867163186,7,-0.005730871889660337,0.0037490315156206884,-0.0027349668949933252,-0.012949021670079988,-0.010988530509188738,8
2014,kyle_shanahan,Kyle Shanahan,Offensive Coordinator,mike_pettine,Mike Pettine,Head Coach,cle,coordinator_to_hc,0.011696105134428151,0.01977813905609645,0.00933073276554745,0.024581159788336648,-0.0069056110722678,2,-0.005730871889660337,0.0037490315156206884,-0.0027349668949933252,-0.012949021670079988,-0.010988530509188738,8
2015,kyle_shanahan,Kyle Shanahan,Offensive Coordinator,dan_quinn,Dan Quinn,Head Coach,atl,coordinator_to_hc,0.01986873711172047,0.009568057016600972,0.04486261048699873,0.01480983791444483,0.010234443028837316,7,-0.005730871889660337,0.0037490315156206884,-0.0027349668949933252,-0.012949021670079988,-0.010988530509188738,8
1999,leslie_frazier,Leslie Frazier,Defensive Backs,andy_reid,Andy Reid,Head Coach,phi,position_to_hc,0.008568361155031137,-0.013683937525909433,0.08314618200902871,-0.021143693941084632,-0.014045105921910021,19,-0.01086441163258095,-0.009715717373135075,-0.009157486128478024,-0.0026555343114097246,-0.0219289087173011,4
2003,leslie_frazier,Leslie Frazier,Defensive Coordinator,marvin_lewis,Marvin Lewis,Head Coach,cin,coordinator_to_hc,-0.0016963428800605,-0.012403200979211585,0.018077325741142063,0.0012231329810675315,-0.013682629263239932,13,-0.01086441163258095,-0.009715717373135075,-0.009157486128478024,-0.0026555343114097246,-0.0219289087173011,4
2005,leslie_frazier,Leslie Frazier,Defensive Backs,tony_dungy,Tony Dungy,Head Coach,clt,position_to_hc,0.011520188841073467,-0.0234563958102338,0.05166950074759963,0.02628622817370783,-0.008418577746779633,3,-0.01086441163258095,-0.009715717373135075,-0.009157486128478024,-0.0026555343114097246,-0.0219289087173011,4
2007,leslie_frazier,Leslie Frazier,Defensive Coordinator,brad_childress,Brad Childress,Head Coach,min,coordinator_to_hc,-0.018813173699576,-0.01062071282726034,-0.028669969760074042,-0.03211249219303538,-0.00384952001793436,5,-0.01086441163258095,-0.009715717373135075,-0.009157486128478024,-0.0026555343114097246,-0.0219289087173011,4
2014,leslie_frazier,Leslie Frazier,Defensive Coordinator,lovie_smith,Lovie Smith,Head Coach,tam,coordinator_to_hc,0.0016874592323868503,-0.01722924836595257,0.009006740775741682,0.02354626526260912,-0.008573920742850748,10,-0.01086441163258095,-0.009715717373135075,-0.009157486128478024,-0.0026555343114097246,-0.0219289087173011,4
2016,leslie_frazier,Leslie Frazier,Secondary,john_harbaugh,John Harbaugh,Head Coach,rav,position_to_hc,0.005808746178396817,0.006412454937767152,0.006065131458347612,0.004361387048462334,0.006396011269010276,17,-0.01086441163258095,-0.009715717373135075,-0.009157486128478024,-0.0026555343114097246,-0.0219289087173011,4
2017,leslie_frazier,Leslie Frazier,Defensive Coordinator,sean_mcdermott,Sean McDermott,Head Coach,buf,coordinator_to_hc,0.02644971759636356,0.02836017883311355,0.05072947450340276,0.01964469278481666,0.007064524264121275,8,-0.01086441163258095,-0.009715717373135075,-0.009157486128478024,-0.0026555343114097246,-0.0219289087173011,4
2024,leslie_frazier,Leslie Frazier,Assistant Head Coach,mike_macdonald,Mike Macdonald,Head Coach,sea,position_to_hc,0.0102952016705816,0.0240230097582465,0.0608728443504594,-0.0437764292945312,6.13818681517303e-05,1,-0.01086441163258095,-0.009715717373135075,-0.009157486128478024,-0.0026555343114097246,-0.0219289087173011,4
1996,lovie_smith,Lovie Smith,Linebackers,tony_dungy,Tony Dungy,Head Coach,tam,position_to_hc,0.011520188841073467,-0.0234563958102338,0.05166950074759963,0.02628622817370783,-0.008418577746779633,3,0.0016874592323868503,-0.01722924836595257,0.009006740775741682,0.02354626526260912,-0.008573920742850748,10
2021,lovie_smith,Lovie Smith,Defensive Coordinator,mike_vrabel,Mike Vrabel,Head Coach,htx,coordinator_to_hc,-0.0029070640384788204,0.012956487121231765,-0.03543503778353615,0.0125269840989396,-0.0016766895905505168,6,0.0016874592323868503,-0.01722924836595257,0.009006740775741682,0.02354626526260912,-0.008573920742850748,10
1988,marc_trestman,Marc Trestman,Quarterbacks,marty_schottenheimer,Marty Schottenheimer,Head Coach,cle,position_to_hc,-0.0004367875325479,0.0020245615331852,-0.0308279777965406,0.0454250127378136,-0.0183687466046502,1,0.0136775149794407,-0.00751974409150185,0.0492183606602168,-0.0061980716677646,0.0192095150168125,2
2001,marc_trestman,Marc Trestman,Quarterbacks,bill_callahan,Bill Callahan,Offensive Coordinator,rai,position_to_coordinator,0.0096221790236413,0.0076000068994129,-0.039271126989383,0.0058570058648801,0.0643028303196555,1,0.0136775149794407,-0.00751974409150185,0.0492183606602168,-0.0061980716677646,0.0192095150168125,2
2001,marc_trestman,Marc Trestman,Quarterbacks,jon_gruden,Jon Gruden,Head Coach,rai,position_to_hc,-0.0152724226048563,-0.011340200320770271,0.021874390714598572,-0.05066816976171135,-0.020955711051542116,7,0.0136775149794407,-0.00751974409150185,0.0492183606602168,-0.0061980716677646,0.0192095150168125,2
2002,marc_trestman,Marc Trestman,Offensive Coordinator,bill_callahan,Bill Callahan,Head Coach,rai,coordinator_to_hc,0.0096221790236413,0.0076000068994129,-0.039271126989383,0.0058570058648801,0.0643028303196555,1,0.0136775149794407,-0.00751974409150185,0.0492183606602168,-0.0061980716677646,0.0192095150168125,2
2015,marc_trestman,Marc Trestman,Offensive Coordinator,john_harbaugh,John Harbaugh,Head Coach,rav,coordinator_to_hc,0.005808746178396817,0.006412454937767152,0.006065131458347612,0.004361387048462334,0.006396011269010276,17,0.0136775149794407,-0.00751974409150185,0.0492183606602168,-0.0061980716677646,0.0192095150168125,2
1992,marvin_lewis,Marvin Lewis,Linebackers,bill_cowher,Bill Cowher,Head Coach,pit,position_to_hc,0.0044255642045028,0.0026636913550638,-0.0213594449229981,0.0527471155503541,-0.0163491051644086,1,-0.0016963428800605,-0.012403200979211585,0.018077325741142063,0.0012231329810675315,-0.013682629263239932,13
1999,marvin_lewis,Marvin Lewis,Defensive Coordinator,brian_billick,Brian Billick,Head Coach,rav,coordinator_to_hc,-0.0025138965891904,-0.0121760389122591,-0.0009485969367547505,0.0040485892624651,-0.00097953977021285,2,-0.0016963428800605,-0.012403200979211585,0.018077325741142063,0.0012231329810675315,-0.013682629263239932,13
2024,marvin_lewis,Marvin Lewis,Assistant Head Coach,antonio_pierce,Antonio Pierce,Head Coach,rai,position_to_hc,0.00299794786049095,-0.01281798302785225,0.025302450834792403,-0.05291397467492115,0.05242129830994465,2,-0.0016963428800605,-0.012403200979211585,0.018077325741142063,0.0012231329810675315,-0.013682629263239932,13
2009,matt_eberflus,Matt Eberflus,Linebackers,eric_mangini,Eric Mangini,Head Coach,cle,position_to_hc,-0.0115216504418782,-0.01278322720254206,-0.02645786026733536,-0.014689727504144278,0.00784421320650874,5,0.013229983926135369,0.030628482404656033,-0.02353848007274373,-0.010100536263695933,0.0559304696363252,3
2011,matt_eberflus,Matt Eberflus,Linebackers,jason_garrett,Jason Garrett,Head Coach,dal,position_to_hc,-0.00780388667202535,-0.025971769004268463,0.020749010418518617,-0.004872054492666941,-0.02112073360968455,10,0.013229983926135369,0.030628482404656033,-0.02353848007274373,-0.010100536263695933,0.0559304696363252,3
2014,matt_eberflus,Matt Eberflus,Linebackers,rod_marinelli,Rod Marinelli,Defensive Coordinator,dal,position_to_coordinator,0.004790209233458934,-0.012010141931560733,0.04965733470674483,0.015976622991277667,-0.0344629788326259,3,0.013229983926135369,0.030628482404656033,-0.02353848007274373,-0.010100536263695933,0.0559304696363252,3
2018,matt_eberflus,Matt Eberflus,Defensive Coordinator,frank_reich,Frank Reich,Head Coach,clt,coordinator_to_hc,0.0044064030686503,0.02020872743804655,0.021891331724386134,-0.0254571962167312,0.0009827493288996996,6,0.013229983926135369,0.030628482404656033,-0.02353848007274373,-0.010100536263695933,0.0559304696363252,3
2010,matt_lafleur,Matt LaFleur,Quarterbacks,kyle_shanahan,Kyle Shanahan,Offensive Coordinator,was,position_to_coordinator,-0.005730871889660337,0.0037490315156206884,-0.0027349668949933252,-0.012949021670079988,-0.010988530509188738,8,0.027037674779187833,0.05605756600965775,0.03991244416989676,-0.011016340233767416,0.023197029170964303,6
2010,matt_lafleur,Matt LaFleur,Quarterbacks,mike_shanahan,Mike Shanahan,Head Coach,was,position_to_hc,-0.0012391654194386429,-0.003905492795525057,0.001404131308057572,0.015133389676876085,-0.017588689867163186,7,0.027037674779187833,0.05605756600965775,0.03991244416989676,-0.011016340233767416,0.023197029170964303,6
2015,matt_lafleur,Matt LaFleur,Quarterbacks,dan_quinn,Dan Quinn,Head Coach,atl,position_to_hc,0.01986873711172047,0.009568057016600972,0.04486261048699873,0.01480983791444483,0.010234443028837316,7,0.027037674779187833,0.05605756600965775,0.03991244416989676,-0.011016340233767416,0.023197029170964303,6
2017,matt_lafleur,Matt LaFleur,Offensive Coordinator,sean_mcvay,Sean McVay,Head Coach,ram,coordinator_to_hc,0.011279884349732474,0.0035515109048034504,0.040144324962959325,0.0027081450667686257,-0.0012844435356014496,8,0.027037674779187833,0.05605756600965775,0.03991244416989676,-0.011016340233767416,0.023197029170964303,6
2018,matt_lafleur,Matt LaFleur,Offensive Coordinator,mike_vrabel,Mike Vrabel,Head Coach,oti,coordinator_to_hc,-0.0029070640384788204,0.012956487121231765,-0.03543503778353615,0.0125269840989396,-0.0016766895905505168,6,0.027037674779187833,0.05605756600965775,0.03991244416989676,-0.011016340233767416,0.023197029170964303,6
2013,matt_nagy,Matt Nagy,Quarterbacks,doug_pederson,Doug Pederson,Offensive Coordinator,kan,position_to_coordinator,0.043430754918835565,0.03487774484121956,0.04182692546260905,0.0005009191745887003,0.09651743019692499,8,0.02156477346618945,0.02505985145790255,0.0427456860014541,-0.0007962782882747998,0.019249834693676124,4
2013,matt_nagy,Matt Nagy,Quarterbacks,andy_reid,Andy Reid,Head Coach,kan,position_to_hc,0.008568361155031137,-0.013683937525909433,0.08314618200902871,-0.021143693941084632,-0.014045105921910021,19,0.02156477346618945,0.02505985145790255,0.0427456860014541,-0.0007962782882747998,0.019249834693676124,4
2016,matt_nagy,Matt Nagy,Quarterbacks,brad_childress,Brad Childress,Offensive Coordinator,kan,position_to_coordinator,-0.018813173699576,-0.01062071282726034,-0.028669969760074042,-0.03211249219303538,-0.00384952001793436,5,0.02156477346618945,0.02505985145790255,0.0427456860014541,-0.0007962782882747998,0.019249834693676124,4
2017,matt_nagy,Matt Nagy,Offensive Coordinator,andy_reid,Andy Reid,Head Coach,kan,coordinator_to_hc,0.008568361155031137,-0.013683937525909433,0.08314618200902871,-0.021143693941084632,-0.014045105921910021,19,0.02156477346618945,0.02505985145790255,0.0427456860014541,-0.0007962782882747998,0.019249834693676124,4
2006,matt_patricia,Matt Patricia,Linebackers,bill_belichick,Bill Belichick,Head Coach,nwe,position_to_hc,0.004659168034026228,-0.0035172808318392557,0.046579340605060256,-0.017860727998238027,-0.0065646596388779415,18,0.008085877140460133,-0.016483818284416966,0.015098997179850132,-0.0019359224301414343,0.03566425209654897,3
2012,matt_patricia,Matt Patricia,Defensive Coordinator,bill_belichick,Bill Belichick,Head Coach,nwe,coordinator_to_hc,0.004659168034026228,-0.0035172808318392557,0.046579340605060256,-0.017860727998238027,-0.0065646596388779415,18,0.008085877140460133,-0.016483818284416966,0.015098997179850132,-0.0019359224301414343,0.03566425209654897,3
2005,mel_tucker,Mel Tucker,Defensive Backs,romeo_crennel,Romeo Crennel,Head Coach,cle,position_to_hc,-0.014700134126963684,-0.0156714232851935,-0.003744937890917434,-0.006234233218179566,-0.03314994211356432,6,-0.0045334325571014,0.0149441628262054,-0.0663432901418661,-0.0132742792167919,0.0465396763040469,1
2008,mel_tucker,Mel Tucker,Defensive Coordinator,romeo_crennel,Romeo Crennel,Head Coach,cle,coordinator_to_hc,-0.014700134126963684,-0.0156714232851935,-0.003744937890917434,-0.006234233218179566,-0.03314994211356432,6,-0.0045334325571014,0.0149441628262054,-0.0663432901418661,-0.0132742792167919,0.0465396763040469,1
2009,mel_tucker,Mel Tucker,Defensive Coordinator,jack_del_rio,Jack Del Rio,Head Coach,jax,coordinator_to_hc,-0.002741651415875089,0.0016029970754347668,-0.009256015410251178,0.009144786613952833,-0.012458373942636656,9,-0.0045334325571014,0.0149441628262054,-0.0663432901418661,-0.0132742792167919,0.0465396763040469,1
2012,mel_tucker,Mel Tucker,Defensive Coordinator,mike_mularkey,Mike Mularkey,Head Coach,jax,coordinator_to_hc,0.011328040393100867,-0.008867259887631667,0.004071011295315,0.024808189070540537,0.02530022109417977,3,-0.0045334325571014,0.0149441628262054,-0.0663432901418661,-0.0132742792167919,0.0465396763040469,1
2013,mel_tucker,Mel Tucker,Defensive Coordinator,marc_trestman,Marc Trestman,Head Coach,chi,coordinator_to_hc,0.0136775149794407,-0.00751974409150185,0.0492183606602168,-0.0061980716677646,0.0192095150168125,2,-0.0045334325571014,0.0149441628262054,-0.0663432901418661,-0.0132742792167919,0.0465396763040469,1
2017,mike_macdonald,Mike Macdonald,Defensive Backs,john_harbaugh,John Harbaugh,Head Coach,rav,position_to_hc,0.005808746178396817,0.006412454937767152,0.006065131458347612,0.004361387048462334,0.006396011269010276,17,0.0102952016705816,0.0240230097582465,0.0608728443504594,-0.0437764292945312,6.13818681517303e-05,1
2022,mike_macdonald,Mike Macdonald,Defensive Coordinator,john_harbaugh,John Harbaugh,Head Coach,rav,coordinator_to_hc,0.005808746178396817,0.006412454937767152,0.006065131458347612,0.004361387048462334,0.006396011269010276,17,0.0102952016705816,0.0240230097582465,0.0608728443504594,-0.0437764292945312,6.13818681517303e-05,1
1995,mike_mccarthy,Mike McCarthy,Quarterbacks,marty_schottenheimer,Marty Schottenheimer,Head Coach,kan,position_to_hc,-0.0004367875325479,0.0020245615331852,-0.0308279777965406,0.0454250127378136,-0.0183687466046502,1,0.01409722695973019,-0.0009851269677942443,0.06201186255384307,-0.0018641847293036492,-0.00277364301782425,18
2000,mike_mccarthy,Mike McCarthy,Offensive Coordinator,jim_haslett,Jim Haslett,Head Coach,nor,coordinator_to_hc,-0.003551563587815,-0.0100295717986124,-0.0238641736613717,0.0119910339015212,0.0076964572072029,1,0.01409722695973019,-0.0009851269677942443,0.06201186255384307,-0.0018641847293036492,-0.00277364301782425,18
2005,mike_mccarthy,Mike McCarthy,Offensive Coordinator,mike_nolan,Mike Nolan,Head Coach,sfo,coordinator_to_hc,-0.013848735972092267,-0.011208980545429867,0.0005679786739988674,-0.019405916683315903,-0.025348025333622227,3,0.01409722695973019,-0.0009851269677942443,0.06201186255384307,-0.0018641847293036492,-0.00277364301782425,18
2002,mike_mccoy,Mike McCoy,Quarterbacks,john_fox,John Fox,Head Coach,car,position_to_hc,-0.014061207496792209,-0.013442944897526975,-0.02469956385631318,0.003296115655254475,-0.021398436888583273,12,-0.011283616132763526,-0.0251420122216928,0.024097950086899973,-0.010004945684178502,-0.0340854567120827,4
2009,mike_mccoy,Mike McCoy,Offensive Coordinator,josh_mcdaniels,Josh McDaniels,Head Coach,den,coordinator_to_hc,0.0107907756604121,-0.006283342886321575,0.023455635768959576,0.020896241014663648,0.00509456874434675,4,-0.011283616132763526,-0.0251420122216928,0.024097950086899973,-0.010004945684178502,-0.0340854567120827,4
2011,mike_mccoy,Mike McCoy,Offensive Coordinator,john_fox,John Fox,Head Coach,den,coordinator_to_hc,-0.014061207496792209,-0.013442944897526975,-0.02469956385631318,0.003296115655254475,-0.021398436888583273,12,-0.011283616132763526,-0.0251420122216928,0.024097950086899973,-0.010004945684178502,-0.0340854567120827,4
2017,mike_mccoy,Mike McCoy,Offensive Coordinator,vance_joseph,Vance Joseph,Head Coach,den,coordinator_to_hc,0.0016256299469136503,0.005791697537424751,0.0058504882931038,-0.023855909461336,0.018716243418462,2,-0.011283616132763526,-0.0251420122216928,0.024097950086899973,-0.010004945684178502,-0.0340854567120827,4
2018,mike_mccoy,Mike McCoy,Offensive Coordinator,steve_wilks,Steve Wilks,Head Coach,crd,coordinator_to_hc,-0.00842390808019765,0.013766682877832549,-0.0458488479105605,0.004333866093069251,-0.00594733338113185,2,-0.011283616132763526,-0.0251420122216928,0.024097950086899973,-0.010004945684178502,-0.0340854567120827,4
2022,mike_mccoy,Mike McCoy,Quarterbacks,doug_pederson,Doug Pederson,Head Coach,jax,position_to_hc,0.043430754918835565,0.03487774484121956,0.04182692546260905,0.0005009191745887003,0.09651743019692499,8,-0.011283616132763526,-0.0251420122216928,0.024097950086899973,-0.010004945684178502,-0.0340854567120827,4
2013,mike_mcdaniel,Mike McDaniel,Wide Receivers,kyle_shanahan,Kyle Shanahan,Offensive Coordinator,was,position_to_coordinator,-0.005730871889660337,0.0037490315156206884,-0.0027349668949933252,-0.012949021670079988,-0.010988530509188738,8,0.023107980181045568,0.03527600976469777,0.03416841936626743,0.0200763387999016,0.0029111527933155337,3
2013,mike_mcdaniel,Mike McDaniel,Wide Receivers,mike_shanahan,Mike Shanahan,Head Coach,was,position_to_hc,-0.0012391654194386429,-0.003905492795525057,0.001404131308057572,0.015133389676876085,-0.017588689867163186,7,0.023107980181045568,0.03527600976469777,0.03416841936626743,0.0200763387999016,0.0029111527933155337,3
2014,mike_mcdaniel,Mike McDaniel,Wide Receivers,mike_pettine,Mike Pettine,Head Coach,cle,position_to_hc,0.011696105134428151,0.01977813905609645,0.00933073276554745,0.024581159788336648,-0.0069056110722678,2,0.023107980181045568,0.03527600976469777,0.03416841936626743,0.0200763387999016,0.0029111527933155337,3
2017,mike_mcdaniel,Mike McDaniel,Run Game Coordinator,kyle_shanahan,Kyle Shanahan,Head Coach,sfo,position_to_hc,-0.005730871889660337,0.0037490315156206884,-0.0027349668949933252,-0.012949021670079988,-0.010988530509188738,8,0.023107980181045568,0.03527600976469777,0.03416841936626743,0.0200763387999016,0.0029111527933155337,3
2021,mike_mcdaniel,Mike McDaniel,Offensive Coordinator,kyle_shanahan,Kyle Shanahan,Head Coach,sfo,coordinator_to_hc,-0.005730871889660337,0.0037490315156206884,-0.0027349668949933252,-0.012949021670079988,-0.010988530509188738,8,0.023107980181045568,0.03527600976469777,0.03416841936626743,0.0200763387999016,0.0029111527933155337,3
1996,mike_mularkey,Mike Mularkey,Tight Ends,chan_gailey,Chan Gailey,Offensive Coordinator,pit,position_to_coordinator,-0.006309327303056133,0.0018458763246375666,0.004411948123947899,-0.007423752404438467,-0.024071381256371534,3,0.011328040393100867,-0.008867259887631667,0.004071011295315,0.024808189070540537,0.02530022109417977,3
1996,mike_mularkey,Mike Mularkey,Tight Ends,bill_cowher,Bill Cowher,Head Coach,pit,position_to_hc,0.0044255642045028,0.0026636913550638,-0.0213594449229981,0.0527471155503541,-0.0163491051644086,1,0.011328040393100867,-0.008867259887631667,0.004071011295315,0.024808189070540537,0.02530022109417977,3
2001,mike_mularkey,Mike Mularkey,Offensive Coordinator,bill_cowher,Bill Cowher,Head Coach,pit,coordinator_to_hc,0.0044255642045028,0.0026636913550638,-0.0213594449229981,0.0527471155503541,-0.0163491051644086,1,0.011328040393100867,-0.008867259887631667,0.004071011295315,0.024808189070540537,0.02530022109417977,3
2006,mike_mularkey,Mike Mularkey,Offensive Coordinator,nick_saban,Nick Saban,Head Coach,mia,coordinator_to_hc,0.0030656582875382,-0.0252163836234052,0.0192365442361703,-0.0109772310681539,0.0292197036055418,1,0.011328040393100867,-0.008867259887631667,0.004071011295315,0.024808189070540537,0.02530022109417977,3
2007,mike_mularkey,Mike Mularkey,Tight Ends,cam_cameron,Cam Cameron,Head Coach,mia,position_to_hc,0.0104214302054585,0.0240335322188255,-0.0050522739344304,0.0327354133561821,-0.010030950818743,1,0.011328040393100867,-0.008867259887631667,0.004071011295315,0.024808189070540537,0.02530022109417977,3
2008,mike_mularkey,Mike Mularkey,Offensive Coordinator,mike_smith,Mike Smith,Head Coach,atl,coordinator_to_hc,0.005888386340448157,-0.010073945517231443,0.033931296013021243,0.013623256914404141,-0.013927062048401159,7,0.011328040393100867,-0.008867259887631667,0.004071011295315,0.024808189070540537,0.02530022109417977,3
2014,mike_mularkey,Mike Mularkey,Tight Ends,ken_whisenhunt,Ken Whisenhunt,Head Coach,oti,position_to_hc,0.006486169837370325,-0.009433818204330575,0.043244682108659324,0.004144807560371525,-0.012010992115218912,8,0.011328040393100867,-0.008867259887631667,0.004071011295315,0.024808189070540537,0.02530022109417977,3
